universite_code;etablissement_code;domain_code;diplome_code;speciality;group;diplomes_M;diplomes_F;diplomes_total
3;301;42;3;هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء;إعلامية;23;39;62
6;612;62;3;العلوم الفلاحية;علوم فلاحية;19;25;44
6;612;62;3;علوم فلاحية;علوم فلاحية;19;25;44
6;612;62;5;علوم فلاحية;علوم فلاحية;6;20;26
6;613;44;5;طبوغرافيا و الجيوماتيك;فيزياء;10;10;20
6;613;53;5;هندسة مائية وتهيئة;هندسة موارد بيئية;6;11;17
6;613;53;5;هندسة ميكانيكية;هندسة ميكانيكية;14;4;18
6;610;71;3;علوم التمريض;مهن شبه طبية;41;44;85
6;609;42;3;علوم الإعلامية: هندسة البرمجيات ونظم المعلومات;إعلامية;19;39;58
6;609;42;10;أنظمة المعلومات والواب;إعلامية;0;1;1
6;609;42;11;إدارة الشبكات الإعلامية;إعلامية;1;2;3
6;609;42;3;الإعلامية و الوسائط المتعددة;إعلامية;3;18;21
6;609;53;11;التكنولوجيات الحديثة للمعلومات والاتصال;إتصالات;2;1;3
6;609;42;2;الملتيميديا والواب;فن الملتيميديا;0;1;1
6;609;42;11;الملتيميديا والواب;فن الملتيميديا;1;2;3
6;609;42;1;علوم الاعلامية;إعلامية;0;2;2
6;609;42;3;هندسة الشبكات والنظم;إعلامية;15;22;37
6;608;43;3;البيوتكنولوجيا الحيوانية;علوم بيولوجيا;2;21;23
6;608;43;3;البيوتكنولوجيا النباتية;علوم بيولوجيا;0;8;8
6;608;43;11;التكنولوجيا التطبيقية على منتجات الألبان وانتاج اللحوم;علوم بيولوجيا;2;13;15
6;608;43;2;الصناعات والأساليب الغذائية;علوم بيولوجيا;0;9;9
6;608;43;10;الغذاء والصحة;علوم بيولوجيا;0;16;16
6;608;62;11;تثمين النباتات العطرية والطبية;علوم فلاحية;2;7;9
6;608;62;11;تثمين وتحويل الحبوب;علوم فلاحية;2;6;8
6;608;81;2;علوم الأحياء و المحيط;حماية البيئة;4;10;14
6;608;43;2;مراقبة جودة الأغذية;علوم بيولوجيا;2;22;24
6;607;22;3;الأنقليزية;آداب إنقليزية;9;20;29
6;607;11;3;التربية و التعليم;علوم التربية;14;138;152
6;607;22;3;الفرنسية;آداب فرنسية;6;36;42
6;607;22;11;الفرنسية;آداب فرنسية;2;21;23
6;611;83;2;التسيير الرياضي;مهن الرياضة;3;4;7
6;611;83;1;تربية بدنية;مهن الرياضة;174;102;276
6;606;22;11;أنقليزية الأعمال;آداب إنقليزية;4;36;40
6;606;22;3;الآثار وعلوم التراث;تاريخ;5;25;30
6;606;22;10;التاريخ و المجال و التراث;تاريخ;4;14;18
6;606;11;3;التربية و التعليم;علوم التربية;75;632;707
6;606;22;11;الفرنسية لغة أجنبية;آداب فرنسية;9;48;57
6;606;22;3;اللغة و الآداب والحضارة الإنقليزية;آداب إنقليزية;28;117;145
6;606;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;9;80;89
6;606;22;10;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;4;28;32
6;606;22;3;تاريخ;تاريخ;9;69;78
6;606;34;3;جغرافية البيئة;جغرافيا;12;57;69
6;605;42;3;علوم الإعلامية: هندسة البرمجيات ونظم المعلومات;إعلامية;6;21;27
6;605;22;3;الأنقليزية;آداب إنقليزية;0;30;30
6;605;22;3;الترجمة ألمانية;ترجمة ولغات مطبقة;1;5;6
6;605;22;11;اللغات والتكنولوجيا: ترجمة;ترجمة ولغات مطبقة;0;5;5
6;605;22;3;تواصل الثقافات والسياحة اسبانية;لغة إسبانية;1;4;5
6;605;42;11;علوم الاعلامية;إعلامية;5;21;26
6;604;21;3;إشهار خطي;علوم وتقنيات الفنون;3;4;7
6;604;21;3;الفنون التشكيلية;الفن التشكيلي;0;8;8
6;604;21;3;تصميم الفضاء;فنون وحرف;3;26;29
6;604;21;3;تصميم منتوج : ابتكار حرفي;فنون وحرف;3;0;3
6;604;21;11;تصميم منتوج : ابتكار حرفي;فنون وحرف;7;14;21
6;603;21;3;المسرح وفنون العرض: التربية المسرحية;الفن المسرحي;3;4;7
6;603;21;3;المسرح وفنون العرض:فنون الممثل;الفن المسرحي;3;4;7
6;602;62;11;تثمين الموارد الطبيعية;علوم فلاحية;4;9;13
6;602;62;3;علوم وتقنيات الغابات;علوم فلاحية;5;23;28
7;716;71;3;الأدواتية الجراحية;مهن شبه طبية;0;32;32
7;716;71;3;الإستعجالي والانعاش;مهن شبه طبية;5;30;35
7;716;72;3;الرعاية الصحية للأطفال;خدمات اجتماعية;0;39;39
7;716;71;10;علوم الصحة;مهن شبه طبية;0;21;21
7;716;71;3;مبحث و تدريم القدم;مهن شبه طبية;2;18;20
7;715;53;11;الأنظمة الالكترونية المحمولة و الأجهزة البيوطبية : الأنظمة الالكترونية المحمولة و الأجهزة البيوطبية;هندسة الإلكتروميكانيك والميكاترونيك;7;9;16
7;715;53;11;الأنظمة الإلكترونية المحمولة والأجهزة البيوطبية;هندسة صناعية والكترونيك وآلية;5;6;11
7;715;53;3;الإلكترونيك و الكهروتقنية و الآلية: الطاقات الكهربائية المتجددة;هندسة صناعية والكترونيك وآلية;10;13;23
7;715;53;3;الإلكترونيك و الكهروتقنية و الآلية: النظم المحمولة;هندسة صناعية والكترونيك وآلية;19;18;37
7;715;53;3;الإلكترونيك والكهروتقنية والآلية - هندسة صناعة الات خاصة أوتوماتيكية;هندسة صناعية والكترونيك وآلية;6;6;12
7;715;53;11;التحكم في النظم الصناعية;هندسة صناعية والكترونيك وآلية;5;4;9
7;715;41;3;الرياضيات : الرياضيات والإعلامية;الرياضيات;5;3;8
7;715;44;13;الفيزياء;فيزياء;1;4;5
7;715;44;10;الفيزياء : المواد;فيزياء;0;10;10
7;715;44;3;الفيزياء العامة;فيزياء;2;13;15
7;715;44;10;الفيزياء:المواد والطاقة;فيزياء;1;19;20
7;715;44;3;الكيمياء : بحث;كيمياء;0;31;31
7;715;41;13;رياضيات;الرياضيات;6;8;14
7;715;41;10;رياضيات;الرياضيات;2;3;5
7;715;42;3;علوم الإعلامية: هندسة البرمجيات و نظم المعلومات;إعلامية;30;30;60
7;714;53;5;الاتصالات المحمولة;إتصالات;14;13;27
7;714;42;5;إعلامية تطبيقية;إعلامية;27;20;47
7;714;53;5;إلكترونيك صناعية;هندسة صناعية والكترونيك وآلية;26;33;59
7;714;53;10;الأنظمة الذكية لمراقبة حركة المرور (Hit4med);هندسة صناعية والكترونيك وآلية;3;4;7
7;714;42;10;الأنظمة الذكية والمتصلة;إعلامية;0;1;1
7;714;53;10;الميكانيك وهندسة الأنظمة;هندسة ميكانيكية;2;3;5
7;714;42;10;الهندسة الإعلامية الصناعية;إعلامية;0;1;1
7;714;53;5;الهندسة الانتاجية;هندسة صناعية والكترونيك وآلية;8;10;18
7;714;53;10;الهندسة الذكية في المعارف;إتصالات;1;0;1
7;714;53;5;ميكاترونيك;هندسة الإلكتروميكانيك والميكاترونيك;26;19;45
7;714;53;13;هندسة كهربائية;هندسة كهربائية;2;13;15
7;714;53;13;هندسة ميكانيكية;هندسة ميكانيكية;0;3;3
7;714;53;11;هندسة ميكانيكية: الانتاج الميكانيكي;هندسة ميكانيكية;6;6;12
7;712;71;11;العلاجات التطيفية;مهن شبه طبية;1;15;16
7;712;71;3;علوم التمريض;مهن شبه طبية;41;41;82
7;711;42;5;إعلامية واتصالات;إعلامية;9;38;47
7;711;42;10;الذكاء الاصطناعي وتحليل البيانات;إعلامية;1;14;15
7;711;53;3;تكنولوجيا المعلومات: الاتصالات;إتصالات;22;45;67
7;711;42;13;علوم الإعلامية;إعلامية;10;18;28
7;711;42;3;علوم الإعلامية: الإعلامية و الوسائط المتعددة;إعلامية;27;42;69
7;711;42;11;علوم و تكنولوجيا المعلومات و الإتصال:خدمات الواب و الملتيميديا;إعلامية;3;7;10
7;711;42;3;هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء;إعلامية;32;36;68
7;711;42;11;• علوم وتكنولوجيا الإعلامية: خدمات و سلامة الشبكات;إعلامية;1;13;14
7;710;31;3;نقد مالية بنك تأمين;تصرف;27;51;78
7;710;31;13;إدارة الأعمال;تصرف;5;13;18
7;710;31;11;إدارة المخاطر المالية;تصرف;10;10;20
7;710;42;3;إعلامية التصرف : ذكاء الأعمال;إعلامية تصرف;31;65;96
7;710;31;11;ادارة الفنادق والسياحة;تصرف;5;12;17
7;710;42;10;اعلامية التصرف:أنظمة المعلومات والمساعدة على أخذ القرار;إعلامية تصرف;0;15;15
7;710;34;11;التحليل المالي باللغة الانقليزية;علوم اقتصادية;5;13;18
7;710;31;11;التسويق لبعث المؤسسات والتجديد;تصرف;3;11;14
7;710;31;10;بعث المؤسسات;تصرف;0;1;1
7;710;31;3;علوم التصرف : ادارة الأعمال;تصرف;23;47;70
7;710;31;3;علوم التصرف: التسويق;تصرف;16;41;57
7;710;31;3;مالية;تصرف;49;105;154
7;710;31;13;مالية;تصرف;0;10;10
7;710;31;10;مالية;تصرف;0;4;4
7;710;31;3;محاسبة;محاسبة;23;91;114
7;710;31;10;محاسبة;محاسبة;4;5;9
7;710;31;11;محاسبة;محاسبة;12;21;33
7;710;31;11;هندسة مالية;تصرف;3;24;27
7;709;53;3;إلكترونيك صناعي;هندسة صناعية والكترونيك وآلية;12;5;17
7;709;53;10;الأنظمة الإلكترونية المحمولة;هندسة صناعية والكترونيك وآلية;1;1;2
7;709;42;10;الأنظمة الذكية المنتشرة;إعلامية;7;12;19
7;709;42;3;الأنظمة المحمولة;إعلامية;33;22;55
7;709;53;10;الأنظمة الميكانيكية;هندسة ميكانيكية;2;3;5
7;709;52;3;البناء;هندسة مدنية;26;29;55
7;709;53;3;الكترونيك واعلامية صناعية;هندسة صناعية والكترونيك وآلية;13;15;28
7;709;53;3;الميكاترونيك الصناعي;هندسة الإلكتروميكانيك والميكاترونيك;21;6;27
7;709;53;3;الهندسة الطاقية:التحكم والإستغلال الرشيد للطاقة;هندسة موارد بيئية;3;4;7
7;709;42;3;علوم الإعلامية : هندسة البرمجات و نظم المعلومات;إعلامية;36;20;56
7;709;53;3;ميكاترونيك السيارات;هندسة الإلكتروميكانيك والميكاترونيك;40;13;53
7;709;53;10;ميكانيك المواد;هندسة ميكانيكية;4;7;11
7;709;42;5;هندسة البرمجيات;إعلامية;53;51;104
7;709;53;3;هندسة طاقية: التبريد و التكييف;هندسة موارد بيئية;7;23;30
7;709;52;3;هندسة مدنية: الجسور و الطرقات;هندسة مدنية;9;8;17
7;709;53;3;هندسة ميكانيكية: الانتاجية;هندسة ميكانيكية;87;47;134
7;709;53;11;هندسة ميكانيكية:هندسة أساليب الانتاج الميكانيكي;هندسة ميكانيكية;9;2;11
7;709;42;3;هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء;إعلامية;18;29;47
7;713;62;5;أنظمة البستنة;علوم فلاحية;3;5;8
7;713;62;5;إنتاج حيواني;علوم فلاحية;1;5;6
7;713;62;13;إنتاج حيواني;علوم فلاحية;0;3;3
7;713;62;10;إنتاج حيواني وعلفي;علوم فلاحية;0;7;7
7;713;62;13;التربة والمياه والمحيط;علوم فلاحية;0;3;3
7;713;62;3;بستنة;علوم فلاحية;8;18;26
7;713;62;5;بستنة;علوم فلاحية;1;19;20
7;713;62;11;بستنة;علوم فلاحية;1;13;14
7;713;62;3;تهيئة الفضاءات;علوم فلاحية;1;6;7
7;713;62;5;تهيئة الفضاءات;علوم فلاحية;0;6;6
7;713;81;13;حماية النباتات والمحيط;حماية البيئة;0;2;2
7;713;62;13;دراسة الفضاءات وتنمية المناطق;علوم فلاحية;0;1;1
7;708;21;13;1- فنون المعارض و ممارساتها;علوم وتقنيات الفنون;5;30;35
7;708;21;11;1- فنون المعارض و ممارساتها;علوم وتقنيات الفنون;2;8;10
7;708;21;10;التصميم;فنون وحرف;1;18;19
7;708;21;11;التصميم : تنمية مستدامة;فنون وحرف;5;15;20
7;708;21;10;الفنون التشكيلية;الفن التشكيلي;1;20;21
7;708;21;3;الفنون التشكيلية: حفر;الفن التشكيلي;1;5;6
7;708;21;3;الفنون التشكيلية: رسم;الفن التشكيلي;0;7;7
7;708;21;3;تصميم الفضاء;فنون وحرف;16;93;109
7;708;21;3;تصميم الصورة;فنون وحرف;9;35;44
7;708;21;11;تصميم الصورة;فنون وحرف;1;10;11
7;708;21;3;تصميم الصورة: إشهار سمعي بصري;فنون وحرف;10;5;15
7;708;21;11;تصميم الفضاء : هندسة داخلية;فنون وحرف;7;35;42
7;708;21;3;تصميم المنتوج: ابتكار صناعي;فنون وحرف;4;17;21
7;708;21;11;تصميم المنتوج: ابتكار صناعي;فنون وحرف;1;12;13
7;708;22;3;حفظ الممتلكات الثقافية وترميمها: المحافظة على العقارات وترميمها;تراث وعلم الآثار;0;4;4
7;708;21;11;فن وتكنولوجيا الخزف;علوم وتقنيات الفنون;0;3;3
7;708;21;3;فنون تشكيلية : خزف;الفن التشكيلي;0;4;4
7;708;21;3;فنون تشكيلية : نحت;الفن التشكيلي;1;1;2
7;708;21;3;فنون تشكيلية:تصوير فوتوغرافي;الفن التشكيلي;6;8;14
7;708;21;11;فنون تشكيلية:تصوير فوتوغرافي;الفن التشكيلي;3;5;8
7;708;21;3;فنون تشكيلية:فنون وسائطية;الفن التشكيلي;2;14;16
7;707;22;10;اقتصاد و مالية دولية;الشريعة وأصول الدين;1;7;8
7;707;31;11;التصرف المالي والجبائي;تصرف;2;22;24
7;707;31;3;المالية;تصرف;47;117;164
7;707;31;11;المحاسبة والمراقبة والتدقيق;محاسبة;1;24;25
7;707;31;3;محاسبة;محاسبة;41;74;115
7;706;21;10;آداء الموسيقى العربية;موسيقى;1;0;1
7;706;21;10;آداء الموسيقى الغربية;موسيقى;1;3;4
7;706;21;3;إلتقاط الصوت;موسيقى;12;5;17
7;706;21;3;العلوم الموسيقية;موسيقى;6;14;20
7;706;21;10;العلوم الموسيقية;موسيقى;2;3;5
7;706;21;3;الموسيقى و العلوم الموسيقية: الموسيقى و الأداء;موسيقى;8;8;16
7;705;82;11;ادارة شؤون النقل البحري;تصرف في النقل واللوجستيك;3;10;13
7;705;82;3;تكنولوجيا وهندسة النقل: النقل البحري;علوم وتقنيات النقل واللوجستيك;3;17;20
7;705;82;3;تكنولوجيا وهندسة النقل: النقل البري;علوم وتقنيات النقل واللوجستيك;7;12;19
7;705;82;3;تكنولوجيا وهندسة النقل: تشخيص وصيانة أنظمة النقل;النقل متعدد الطرق والخدمات المطبقة;6;8;14
7;705;82;3;علوم النقل: النقل والتخطيط الحضري;النقل متعدد الطرق والخدمات المطبقة;4;21;25
7;705;82;3;علوم النقل: شؤون البحرية و الموانئ;النقل متعدد الطرق والخدمات المطبقة;9;25;34
7;705;82;10;علوم وهندسة النقل واللوجستية : علوم النقل واللوجستية;تصرف في النقل واللوجستيك;3;7;10
7;705;82;10;علوم وهندسة النقل واللوجستية: تكنولوجيا وهندسة النقل;علوم وتقنيات النقل واللوجستيك;3;6;9
7;705;53;3;هندسة اللوجستية: اللوجستيك الصناعي;هندسة صناعية والكترونيك وآلية;12;26;38
7;705;82;3;هندسة اللوجستية: لوجستية التوزيع;علوم وتقنيات النقل واللوجستيك;7;25;32
7;705;82;3;هندسة اللوجستية: لوجستية العمليات الدولية;علوم وتقنيات النقل واللوجستيك;10;27;37
7;705;82;11;هندسة النقل والوجستية;تصرف في النقل واللوجستيك;6;20;26
7;702;22;10;الأدب والدراسات الثقافية (الانقليزية);آداب إنقليزية;3;29;32
7;702;34;3;الأنتروبولوجيا الاجتماعية والثقافية;علم الإجتماع;5;11;16
7;702;33;11;الاعلام المتعدد المنصات;علوم الإخبار;1;14;15
7;702;22;3;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;3;51;54
7;702;22;13;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;0;5;5
7;702;22;10;اللغة و الأداب و الحضارة الفرنسية;آداب فرنسية;4;10;14
7;702;22;3;اللغة والأدب والحضارة العربية;آداب عربية;14;82;96
7;702;22;13;اللغة والأدب والحضارة العربية;آداب عربية;4;10;14
7;702;22;10;اللغة والأدب والحضارة العربية;آداب عربية;4;23;27
7;702;22;3;انقليزية;آداب إنقليزية;30;130;160
7;702;22;13;انقليزية;آداب إنقليزية;2;3;5
7;702;22;3;تاريخ;تاريخ;10;23;33
7;702;22;13;تاريخ;تاريخ;1;1;2
7;702;22;10;تاريخ المغرب وحضارته;تاريخ;2;12;14
7;702;34;3;جغرافيا;جغرافيا;6;34;40
7;702;34;11;جغرافيا;جغرافيا;4;4;8
7;702;22;10;دراسات افريقية;ترجمة ولغات مطبقة;0;5;5
7;717;32;13;العلوم السياسية;العلوم القانونية الأساسية;3;0;3
7;717;32;10;العلوم السياسية;العلوم القانونية الأساسية;0;5;5
7;717;32;10;العلوم السياسية القانونية والانسانيات: الجندر;العلوم القانونية الأساسية;1;5;6
7;717;32;11;القانون العدلي الخاص;قانون خاص وعلوم إجرامية;1;25;26
7;717;32;11;قانون الجماعات المحلية;قانون عام;3;35;38
7;717;32;11;قانون المؤسسة و الأعمال;قانون خاص وعلوم إجرامية;2;25;27
7;717;32;3;قانون خاص;قانون خاص وعلوم إجرامية;46;198;244
7;717;32;13;قانون خاص;قانون خاص وعلوم إجرامية;0;7;7
7;717;32;10;قانون خاص;قانون خاص وعلوم إجرامية;2;23;25
7;717;32;3;قانون عام;قانون عام;13;45;58
7;717;32;13;قانون عام;قانون عام;7;7;14
7;717;32;10;قانون عام;قانون عام;2;17;19
7;703;71;11;أمراض القلب الخلقية للأطفال;الطب;2;4;6
7;703;71;11;الأمراض الجلدية المهنية والمحيط;الطب;3;4;7
7;703;71;11;الإعلامية : اعلامية الملتميديا واتخاذ القرار;الطب;1;3;4
7;703;71;11;الامراض التنفسية، المهنية للمحيط;الطب;1;1;2
7;703;71;11;التهوئة غير الغازية من المستشفى إلى مقر السكنى;الطب;1;2;3
7;703;71;7;الطب;الطب;74;128;202
7;703;71;11;الطب الإستعجالي;الطب;6;3;9
7;703;71;11;الطب الرياضي;الطب;1;1;2
7;703;71;11;الطب العائلي;الطب;2;6;8
7;703;71;11;الطب المثلي;الطب;1;1;2
7;703;71;11;العلاج السلوكي والمعرفي;الطب;1;2;3
7;703;71;11;العلاج بمياه البحر والمعالجة المائية;الطب;1;1;2
7;703;71;11;العلوم الجلدية التجميلية ومواد التجميل والليزر;الطب;7;8;15
7;703;71;11;جودة العلاجات والتصرف في خدمات الصحة;الطب;5;4;9
7;703;71;11;حفظ الصحة الاستشفائي;الطب;3;6;9
7;703;71;11;طب القلب للرياضة وإعادة التأهيل القلبي;الطب;2;3;5
7;703;71;11;علم الجنس السريري;الطب;2;5;7
7;703;71;11;علم الوراثة والأمراض الوراثية;الطب;4;1;5
7;703;71;13;علوم الصحة;الطب;0;9;9
7;718;31;10;إدارة أعمال: الاستراتيجيات والاستثمار;تصرف;3;15;18
7;718;31;3;إدارة الأعمال;تصرف;13;44;57
7;718;34;11;الاقتصاد الاجتماعي والتضامني;علوم اقتصادية;5;14;19
7;718;34;3;العلوم إالإقتصادية: الهندسة الإقتصادية و المالية;علوم اقتصادية;7;16;23
7;718;34;3;العلوم الإقتصادية : التحليل و السياسة الإقتصادية;علوم اقتصادية;3;21;24
7;718;34;3;العلوم الإقتصادية: التجارة و المالية الدولية;علوم اقتصادية;7;21;28
7;718;34;3;العلوم الإقتصادية: نقد-مالية-بنك-تأمين;علوم اقتصادية;12;48;60
7;718;34;13;العلوم الاقتصادية;علوم اقتصادية;9;16;25
7;718;31;3;المحاسبة;محاسبة;19;68;87
7;718;34;10;النقد والتمويل والتنمية الاقتصادية;علوم اقتصادية;0;10;10
7;718;31;3;تسويق;تصرف;1;10;11
7;718;31;11;تسويق رقمي للخدمات;تصرف;3;21;24
7;718;34;3;علوم اقتصادية: اقتصاديات الأعمال;علوم اقتصادية;1;19;20
7;718;31;11;علوم وتقنيات المحاسبة والمالية;محاسبة;7;23;30
7;718;31;3;مالية;تصرف;15;44;59
7;718;31;10;مالية;تصرف;2;9;11
7;718;34;11;مالية وبنك;علوم اقتصادية;1;21;22
7;718;34;10;هندسة اقتصادية واقتصاد قياسي مطبق;علوم اقتصادية;2;7;9
7;718;34;11;هندسة الأعمال والتجارة الدولية;علوم اقتصادية;4;17;21
7;705;31;3;إدارة الأعمال;تصرف;25;40;65
7;705;34;11;التحليل المالي باللغة الانقليزية;علوم اقتصادية;2;5;7
7;705;31;3;التسويق;تصرف;15;56;71
7;705;31;10;التسويق;تصرف;2;16;18
7;705;31;11;التصرف وهندسة التجديد;تصرف;6;25;31
7;705;34;3;العلوم الإقتصادية: نقد-مالية-بنك-تأمين;علوم اقتصادية;13;49;62
7;705;31;3;المحاسبة;محاسبة;14;43;57
7;705;31;11;المحاسبة;محاسبة;5;23;28
7;705;31;11;تسويق: توزيع و العلاقة مع الحريف;تصرف;4;19;23
7;705;31;10;تصرف في العلوم الاكتوارية والمالية;تصرف;4;18;22
7;705;31;11;تصرف في المخاطر والتأمين;تصرف;4;9;13
7;705;31;11;ريادة الأعمال: بعث وادارة المشاريع;تصرف;7;18;25
7;705;31;3;مالية;تصرف;34;118;152
7;705;31;13;مالية;تصرف;6;2;8
7;705;31;11;مالية : البنوك وادارة الثروات;تصرف;2;14;16
10;1019;71;3;الأدواتية الجراحية;مهن شبه طبية;4;24;28
10;1019;71;3;البيولوجيا الطبية;مهن شبه طبية;3;29;32
10;1019;71;3;التبنيج و الإنعاش;مهن شبه طبية;8;24;32
10;1019;71;3;التصوير الطبي والمداواة بالأشعة;مهن شبه طبية;4;20;24
10;1019;71;3;التوليد;مهن شبه طبية;0;36;36
10;1019;71;3;المبصرات والنظارات;مهن شبه طبية;4;10;14
10;1019;71;3;المعالجة الطبيعية;مهن شبه طبية;8;13;21
10;1018;31;3;إدارة الأعمال;تصرف;6;9;15
10;1018;42;3;إعلامية التصرف;إعلامية تصرف;2;4;6
10;1018;31;3;التصرف في الموارد البشرية;تصرف;5;19;24
10;1018;31;11;التصرف في الموارد البشرية;تصرف;5;17;22
10;1018;31;3;المالية;تصرف;18;63;81
10;1018;31;10;المالية;تصرف;0;7;7
10;1018;31;11;المالية;تصرف;3;20;23
10;1018;34;10;النقد و المالية و البنوك / الإقتصاد المالي والنمذجة;علوم اقتصادية;5;10;15
10;1018;31;3;محاسبة;محاسبة;36;107;143
10;1018;31;10;محاسبة;محاسبة;2;9;11
10;1018;31;11;محاسبة;محاسبة;15;39;54
10;1011;42;11;Iعلامية صناعية;إعلامية;6;7;13
10;1011;42;11;إعلامية صناعية:النظم المحمولة،الآليات المنزلية والشبكات الداخلية;إعلامية;4;5;9
10;1011;53;10;الاتصالات ونظم الشبكات;إتصالات;1;6;7
10;1011;53;11;الشبكات الإعلامية والإتصالات;إتصالات;4;11;15
10;1011;53;3;تكنولوجيا المعلومات والاتصالات: الإتصالات;إتصالات;18;11;29
10;1011;53;3;تكنولوجيا المعلومات والاتصالات: الشبكات و إنترنات الأشياء;إتصالات;8;12;20
10;1011;53;13;علوم وتكنولوجيا المعلومات والاتصالات;إتصالات;0;1;1
10;1011;53;5;هندسة الأنظمة الإلكترونية والإتصال;هندسة صناعية والكترونيك وآلية;30;36;66
10;1011;53;5;هندسة الاتصالات;إتصالات;38;44;82
10;1011;42;5;هندسة الاعلامية الصناعية;إعلامية;33;26;59
10;1011;42;5;هندسة المعلومات والأنظمة التقريرية;إعلامية;12;13;25
10;1017;42;10;الأنظمة المحمولة;إعلامية;1;5;6
10;1017;53;10;التحويل الكهربائي للطاقات المتجددة;هندسة كهربائية;3;2;5
10;1017;53;13;الكترونيك ومكروالكترونيك;هندسة صناعية والكترونيك وآلية;0;3;3
10;1017;51;13;المواد والبيئة;هندسة المواد;2;3;5
10;1017;53;13;الموارد الجيولوجية والتهيئة والبيئة;هندسة موارد بيئية;3;2;5
10;1017;53;10;محركات التنقل المستدامة: البحوث والتكنولوجيا الذكية;هندسة صناعية والكترونيك وآلية;1;2;3
10;1017;42;5;هندسة اعلامية;إعلامية;45;40;85
10;1017;42;13;هندسة الأنظمة الاعلامية;إعلامية;6;20;26
10;1017;51;5;هندسة المواد;هندسة المواد;7;15;22
10;1017;43;5;هندسة بيولوجية;هندسة بيولوجية;2;19;21
10;1017;43;13;هندسة بيولوجية;هندسة بيولوجية;1;4;5
10;1017;53;5;هندسة كهربائية;هندسة كهربائية;16;32;48
10;1017;53;13;هندسة كهربائية;هندسة كهربائية;2;12;14
10;1017;53;5;هندسة كهروميكانيكية;هندسة الإلكتروميكانيك والميكاترونيك;39;24;63
10;1017;52;5;هندسة مدنية;هندسة مدنية;15;20;35
10;1017;53;5;هندسة موارد الأرض والبيئة;هندسة موارد بيئية;5;11;16
10;1017;53;13;هندسة ميكانيكية;هندسة ميكانيكية;10;10;20
10;1017;53;10;هندسة ميكانيكية;هندسة ميكانيكية;7;4;11
10;1014;31;3;إدارة الأعمال;تصرف;11;18;29
10;1014;34;3;إقتصاد : إقتصاديات الأعمال;علوم اقتصادية;1;16;17
10;1014;34;11;اقتصاد الطاقة والتنمية المستدامة(2E-2D);علوم اقتصادية;1;13;14
10;1014;22;10;اقتصاد و مالية دولية;الشريعة وأصول الدين;1;9;10
10;1014;34;11;التجارة : التجارة الدولية;علوم اقتصادية;10;32;42
10;1014;34;3;التحاليل و السياسة الاقتصادية;علوم اقتصادية;2;13;15
10;1014;31;3;التسويق;تصرف;8;20;28
10;1014;31;3;الخدمات الالكترونية في الأعمال;تصرف;5;15;20
10;1014;31;3;المحاسبة;محاسبة;10;33;43
10;1014;31;11;المحاسبة;محاسبة;4;28;32
10;1014;31;3;ذكاء الاعمال;تصرف;7;23;30
10;1014;31;3;مالية;تصرف;7;37;44
10;1014;31;2;مدقق حسابات،مسؤول محاسبي;محاسبة;4;14;18
10;1014;34;11;هندسة الأعمال ورقمنة المؤسسات;علوم اقتصادية;5;12;17
10;1013;71;3;علوم التمريض;مهن شبه طبية;46;53;99
10;1012;42;3;الإعلامية و الوسائط المتعددة;إعلامية;21;20;41
10;1012;42;11;التجديد وادارة المشاريع;إعلامية;4;10;14
10;1012;42;10;التكنولوجيات الرقمية للصحة والانشطة الرياضية والذهنية;إعلامية;3;14;17
10;1012;42;5;الملتيميديا والواب;فن الملتيميديا;15;37;52
10;1012;42;11;تصميم بالخبرات وتصميم الواجهات;إعلامية;5;11;16
10;1012;42;3;علوم الإعلامية :علوم و تحليل البيانات الضخمة;إعلامية;48;73;121
10;1012;42;10;علوم الاعلامية;إعلامية;7;10;17
10;1012;42;10;علوم الاعلامية: علم البيانات;إعلامية;3;5;8
10;1012;42;10;علوم المعلومات والاتصال: النظمة السبير مادية;إعلامية;4;3;7
10;1012;42;10;هندسة نظم المؤسسات;إعلامية;3;5;8
10;1010;43;3;البيوتكنولوجيا:تحاليل و تجارب بيولوجية;هندسة بيولوجية;0;32;32
10;1010;31;11;ادارة تكنولوجيات الصحة;تصرف;0;8;8
10;1010;31;11;الابتكار والتسويق الغذائي(co-construite);تصرف;0;7;7
10;1010;71;11;البيوتكنولوجيا المطبقة في القطاع الصحي;مهن شبه طبية;0;14;14
10;1010;43;3;البيوتكنولوجيا:بيوتكنواوجيا الكائنات الدقيقة;هندسة بيولوجية;2;22;24
10;1010;51;11;التكنولوجيا الغذائية;هندسة المواد;1;13;14
10;1010;71;11;الصيانة البيوطبية;مهن شبه طبية;0;4;4
10;1010;44;11;الطاقات المتجددة;فيزياء;3;9;12
10;1010;44;3;القياسات الفيزيائية والأدواتية: الأدواتية البيوطبية;فيزياء;2;18;20
10;1010;51;11;تطوير وتسويق مستحضرات التجميل والمنتجات الضيدلانية;هندسة المواد;0;8;8
